gold,pred,time_sec,support,mean, median,variance
a,ħ,0.0200,1.0000,0.0200,0.0000
n,ħ,0.0220,1.0000,0.0220,0.0000
n:,t,0.0100,1.0000,0.0100,0.0000
u,l:,0.0300,1.0000,0.0300,0.0000
n,l,0.0800,1.0000,0.0800,0.0000
d,t,0.0100,1.0000,0.0100,0.0000
b,a,0.0100,1.0000,0.0100,0.0000
dˤ,n,0.0200,1.0000,0.0200,0.0000
dˤ,rˤ,0.0320,1.0000,0.0320,0.0000
rˤ,i,0.0200,1.0000,0.0200,0.0000
l,s:,0.0190,1.0000,0.0190,0.0000
a,rˤ,0.0600,1.0000,0.0600,0.0000
r,b,0.0300,1.0000,0.0300,0.0000
d:,b,0.1460,1.0000,0.1460,0.0000
zˤ,t:,0.0120,1.0000,0.0120,0.0000
zˤ,zˤ,0.0660,1.0000,0.0660,0.0000
a,zˤ,0.0040,1.0000,0.0040,0.0000
a,l:,0.0600,1.0000,0.0600,0.0000
l,m,0.0510,1.0000,0.0510,0.0000
n,m,0.0700,1.0000,0.0700,0.0000
l,q:,0.0500,1.0000,0.0500,0.0000
q:,q:,0.0200,1.0000,0.0200,0.0000
q:,b,0.0300,1.0000,0.0300,0.0000
q:,l,0.0700,1.0000,0.0700,0.0000
b,l,0.0400,1.0000,0.0400,0.0000
b,t,0.0300,1.0000,0.0300,0.0000
i,n:,0.0300,1.0000,0.0300,0.0000
i,a,0.0300,1.0000,0.0300,0.0000
n:,g,0.0200,1.0000,0.0200,0.0000
g,t,0.0300,1.0000,0.0300,0.0000
g,u,0.0900,1.0000,0.0900,0.0000
g,t:,0.0420,1.0000,0.0420,0.0000
ʒ:,m,0.0300,1.0000,0.0300,0.0000
ʒ:,ʒ:,0.2200,1.0000,0.2200,0.0000
u,ʒ:,0.0100,1.0000,0.0100,0.0000
dˤ,UNK,0.0740,1.0000,0.0740,0.0000
i,j,0.0300,1.0000,0.0300,0.0000
m:,m:,0.0900,1.0000,0.0900,0.0000
m:,u,0.0600,1.0000,0.0600,0.0000
m:,t,0.0250,1.0000,0.0250,0.0000
θ,UNK,0.1380,1.0000,0.1380,0.0000
i,l,0.0200,1.0000,0.0200,0.0000
w,s,0.0100,1.0000,0.0100,0.0000
z,UNK,0.0800,1.0000,0.0800,0.0000
ʁ,i,0.0020,1.0000,0.0020,0.0000
r,ʁ,0.0100,1.0000,0.0100,0.0000
r,m,0.0050,1.0000,0.0050,0.0000
a,u,0.0300,1.0000,0.0300,0.0000
a,n:,0.0300,1.0000,0.0300,0.0000
dˤ,r,0.0200,1.0000,0.0200,0.0000
d,r,0.0120,1.0000,0.0120,0.0000
g,i,0.0100,1.0000,0.0100,0.0000
z,n,0.0100,1.0000,0.0100,0.0000
j,a,0.0020,1.0000,0.0020,0.0000
s,b,0.0110,1.0000,0.0110,0.0000
